Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Isle of Man,IMN,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,645.2859387378,663.7832587353,650.8468131989,704.8632990517,704.2922652874,695.0048951711,680.9617118605,659.3920006682,750.4054900179,747.4407220735,765.4850464495,738.5946538625,775.4110980026,788.8147176898,813.3445014183,798.1065475264,866.9008016405,834.8334735612,877.3098482918,890.5362514881,880.7235358794,922.1277215503,850.9586814325,917.2336094053,908.5972793236,942.3917362348,967.9447693104,1015.7621012975,1005.0760503222,1001.764268409,1075.8339528368,1117.5283542703,1122.1073772322,1172.4696826801,1158.8520019561,1156.2100427444,1202.4474966067
Not classified,INX,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,21555.0222160876,23106.8536087472,23406.911979388,22922.2433058774,22043.5339542124,20871.5419765507,21010.0145862031,20433.0749881823,20081.9632791931,22138.6040737678,16060.4063612934,14313.1718138359,14876.00888452,14569.3098695345,13968.8729073527,14197.2079584032,16064.9221270837,14688.5748146603,14425.1241123506,19981.6696790955,22799.5925909651,24779.986670788
"Iran, Islamic Rep.",IRN,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,2645.2762774753,2630.0475704552,2789.2096130345,2882.8586042005,3027.9274878366,3204.499399849,3265.4819634463,3287.3804495038,3215.3492351893,3313.8542592031,3650.1319057383,3846.8375978786,4235.8044514068,4269.8760047983,4337.7686991665,4447.1035977858,4511.8481384452,4459.318472273,4811.0642879021,4351.1965788483,4399.1798389089,4210.4617464198,4689.6979058543,4836.3908320967,4775.7515854727,5240.7943132792,5470.1627145646,5565.2677191063,4248.9533525516,4629.0460679462,4838.4997578879,4827.3962586145,5008.9895927118,5256.0807314753,5479.4561035132,,
Iraq,IRQ,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,4197.2899714973,4314.8931127918,4844.3694117165,4742.4837298247,5373.1466499039,6360.1492088944,6237.8263842012,5896.0045227442,6573.5199775667,7488.0064086121,8686.1798071805,7402.3678030015,9252.7960709836,9288.1745686561,10085.39529994,11447.553512917,12468.0126042036,11621.1118917517,12739.5492703497,15013.7666248208,13527.7434608106,13977.258819186,16701.3449959793,12144.6680305981,14583.5606948168,19556.1233642181,20834.9585171208,15392.0805810447,13487.2955425522,14219.626075013,16400.5183094174,19335.202653552,18212.9580687222,20676.1601474614,20556.2983495051,10575.3086052356,17172.8243239282
Iceland,ISL,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,73456.3558670086,69671.2472858305,67845.1622445798,71571.5115290302,72570.0415890279,74442.3411104351,72208.0440202315,81133.0697237543,80567.587469209,78237.4757652688,77125.0788257434,77216.627084802,79670.7308024722,72983.7571834808,82748.2612335944,86284.814839269,89136.347880213,,,
Israel,ISR,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,15280.662378918,17391.2454626408,18528.7957028624,20060.5580036498,21557.9950961973,23098.7353680265,24480.2718191356,26236.4099678933,28044.095817513,30926.9064619514,31814.7969557227,32043.6518694587,31895.800030582,31853.0060087817,36825.3734620514,36921.4036080457,38193.9027955071,39499.9734478816,41570.0269998912,42564.9015866112,44539.321602247,47410.6152767946,48271.16742644,51262.4141934804,52486.4679786231,57497.9281332765,59978.1737821084
Jamaica,JAM,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,1937.0848531708,1959.9593724278,1952.0986615765,1996.4940453965,1985.8351869736,1907.9882210714,1964.8713114418,2154.1963531899,2261.927690125,2467.7703983285,2659.431683469,2880.9536083161,2957.8858027607,3028.2444934178,3187.0662889658,3331.3628228526,3517.8811179436,3095.900716403,2953.1720017472,3082.5052758948,2724.3899964995,2954.0818866093,2832.9592979896,3112.4982389328,2766.7879173077,2573.7633161972,3115.1073874301,2913.9418612972,2771.5169813313,3202.607585036,3248.2464602991,3616.5454661153,3735.6579185474,3762.7010368978,3781.1178342911,3835.3065081767,4325.5613648514
Jordan,JOR,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,2970.4842386702,2613.3979799469,2561.6909497203,2308.344670867,2448.4638809409,2604.8866461176,2744.1535320457,3252.1363721901,4266.2440097663,3089.468395115,3852.021828366,3985.9858908426,5272.4889988605,3784.929587778,3132.1694213998,3135.8613764041,3269.8164779293,3061.8616563365,3570.3681776639,2586.1728304053,2817.6542799825,2916.8571684391,3675.7677533609,4143.8530776674,4607.5786789251,4579.9690686603,5133.9843729142,5288.3097513435,5694.2697037972,6481.2295743263,6929.2673585372,7330.8915514703,6766.178701856,6709.7201750405,7353.8158080365,7945.7469392607,8414.4254959823
Japan,JPN,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,11948.4807645475,12189.3233009741,13185.7348160522,13578.678682623,14407.8685697095,14768.0491602287,15187.5082239973,16184.2007008282,16231.1834899119,17221.5609526949,17701.8471432498,16346.7042000551,17675.8120667614,16895.8191160823,20321.0456632671,19971.8849236121,22389.7048670957,23059.3560068743,24960.2120900135,26417.0263357341,30181.5969574201,29551.929220665,33477.2385007771,32171.7097831772,30691.4203397988,32547.2553712432,34040.1336165927,38858.3069052052,44626.6824509982,43979.815123838,44308.8090605441,47958.7494385008,51653.4393726803,55429.6747557263,57356.7183867348,55900.9685190507,
Kazakhstan,KAZ,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,5597.8731290681,5355.9416645674,4357.2180687743,3395.1807475496,3329.8183675671,3407.8534486013,2853.1793633515,3563.6758944085,3530.5911694588,4207.5806662485,4396.4163625124,4560.7302484812,4629.4787607663,5031.0265222837,5403.4639695495,5845.6910979719,5514.9795777564,6284.5073438695,5602.1110731309,7152.6767527118,5973.8690824751,6729.3640470286,6906.6987556458,7256.839424944,7773.8563678507
Kenya,KEN,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,823.4860962321,842.6786592366,874.0274106415,859.8642868142,801.5911879199,805.081826873,815.6772734505,820.669124454,828.5271419631,832.4886926315,830.1019861507,794.3386492903,739.6634227877,689.3621219333,685.7936402099,695.2522237611,704.5168438614,663.735072576,699.7964447698,730.2381259807,704.0230028419,767.7557006436,723.7611423038,724.5159031358,720.9350472048,754.3558450663,751.8738344919,776.8197462444,725.1279724918,695.6851688819,751.2523803898,753.7085436642,760.853869209,785.3179788213,801.7594955771,827.1252031074,841.3236210789
Kyrgyz Republic,KGZ,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,993.3711448098,920.6576093636,853.6913295588,844.2176893686,974.2588477548,1093.6735148262,1122.8006066691,1212.7789669488,1249.8706867049,1350.7632574973,1409.1460235099,1473.5633210705,1554.8309118187,1501.7069253356,1527.1852685437,1554.8365291677,1571.3108586441,1676.9762548552,1640.2584904662,1680.4028184074,1711.4635322507,1770.4358205455,1774.9024769412,1899.4804967745,1968.7328847226
Cambodia,KHM,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,536.3294886765,576.8696736837,582.5570079824,575.4565731145,588.9667689935,600.5218483973,595.0919055688,575.462633478,568.1475453107,542.4605780479,588.2863100185,573.0274822224,651.6043277726,677.9280779355,694.5685406527,721.6069883434,748.4279605422,766.9169259155,780.3297103575,804.3324973922,808.5159465736,802.9875778505,797.7056504653,801.3508449517
Kiribati,KIR,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,9777.3196665622,9617.4012815245,12746.5512827525,10223.9927204149,8340.6792348669,6953.8768822999,10270.2634247284,7830.2191154783,6211.3287327249,2935.9177552029,3236.5387782058,3256.5608154212,3263.5419859761,3561.1281529128,3057.4021420891,2913.5519677582,3176.252313974,3236.879323111,3110.8075960323,3187.6806003486,3049.1289041002,3017.0275387798,3188.6749186277,2961.7026499169,2794.6717477935,3184.786879203,3424.1061770938,3380.5364612924,3277.9723486933,3642.1914985481,3642.1914985481,3733.2462860118,,,
St. Kitts and Nevis,KNA,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,2217.6675130738,2476.4154787268,2423.9158914929,2054.8020843825,2068.2713662384,2216.3569366432,1994.8695198743,2084.2087409344,2194.010173564,2641.7681327609,2581.3333400585,2729.2754166936,2854.8324652442,2948.6893484893,3056.5966633579,2522.3574006822,2805.6260600265,2882.2278174565,2864.5302525179,2683.2976212958,2251.6564040071,2647.4600522952,3166.0943675081,3200.8318176071,3703.6937759593,3043.2350018293,1978.2529413347,2041.9354763596,2157.7732135709,1928.9102170358,1975.6222222222,2260.4190902146,2072.4422518131,2005.4593600835,1905.6068288248,1805.1898887382,1721.9252372652
"Korea, Rep.",KOR,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,2184.8565474892,2622.5060469549,2875.2631494677,3291.4145860931,3411.1103123222,3710.8477234042,4043.9644948519,3997.2175900565,4639.7210524826,4874.435293306,4954.7658189123,5296.3746883363,6008.2307558411,6026.6607903908,6240.9764665961,6946.3275867432,7557.3166428417,8217.953983693,8255.3544513147,9152.3738930539,9674.0323669642,10347.0851236907,10600.4982338351,10706.48124604,12198.0821249905,13067.3476323131,14022.2463514499,15509.3392424554,17340.4396638192,18950.493032743,19213.0518792718,19982.7249247234,21019.1171793199,22989.3045656691,25311.0825280725,26775.284724476,27678.5442857994
Kuwait,KWT,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37234.5728242448,41321.9021034792,38078.6229355664,38381.0188415911,41172.3656664341,43033.2635496627,
Latin America & Caribbean (excluding high income),LAC,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,3029.2074202202,3165.8726408956,3176.0238132246,3168.763269188,3285.9931166772,3430.4335326302,3373.6133956852,3577.4842720718,3661.461705152,3682.8100672303,3745.65702347,3726.506592575,3754.2750053386,3805.5545091868,3844.1294988086,3988.4198416727,4098.2269513881,4096.2468741247,4204.2895776411,4390.3841173885,4469.3991229857,4625.1171657894,4773.1072441156,5045.9290280146,5155.1208717759,5356.0151067347,5568.9116819194,5876.6298292163,6093.9198118522,5840.0216397158,6321.7351456312,6547.2362260188,6530.0536130191,6994.6735283285,6808.1368221084,7116.7629250932,7056.5190525224
Lao PDR,LAO,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,568.3485629502,614.5983443863,629.0954133606,599.0746371873,556.5711678216,603.370502842,638.7975394382,611.1780783053,645.2154851316,646.5590398755,684.4126603533,690.3640692217,693.2897108021,727.5438003398,737.8241119745,776.8305280475,798.9306604697,810.3640010405,823.6193511615,826.1004237838,833.8935892001,827.8732274992,842.1245472969,880.192429433,887.6038085318,890.2099350953,893.0473081685,876.67053709,880.4718424096,886.1290341841,904.3436923957,918.8186617021,927.2694119948
Lebanon,LBN,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,18052.4947381373,20881.9625527916,20666.7683845142,23093.7902125735,24694.81163031,26761.27346733,28461.7293864013,29478.7618485351,31713.6633283196,33426.9746519435,37249.6491899477,37631.6615122585,39365.0793650794,42675.5113322277,41604.4776119403,46744.0574903261,52238.8059701492,57981.6964559916,65638.8583004975,73159.9774820343,83402.3743283582,87924.0959993683,74760.5993532338
Liberia,LBR,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,947.5390477786,975.4044942684,945.6406947355,660.0313862663,556.3892189874,561.5259915682,567.5044255027,586.5094224771,622.5340795433,631.6259058504,634.3135815991,643.467433052,644.0026446273,650.2945417748,637.0007117239,627.2333206326,608.3351135022
Libya,LBY,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,2850.401260907,2923.5670889528,3118.656920059,3417.1507730246,3788.3631542084,4153.0394715163,5632.1867736153,4296.5286312888,6347.1368525482,5691.626640811,6194.332460382,4930.1023647339,6362.6263490791,6254.483201039,4910.1043821768,5312.1628587239,5305.6215653923,4204.789016082,4157.4622911996,3325.6720638246,3462.651883222,2665.013987647,2990.9912467341,2581.0730060143,2682.797613126,1939.5971924362,2132.8797407356,2144.4207724201,2748.0349330394,2629.3528368651,1858.2614379085,1637.9575845106,1824.3009509833,1919.6995315005,1702.4514423278,1821.4684832702,1915.0539931946
Latin America & Caribbean,LCN,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,3020.7435250432,3155.3256617,3165.1514277388,3189.7360858244,3296.8794034995,3442.5008856746,3389.9632021474,3595.1017313189,3681.7935279163,3711.8633436725,3776.8807384235,3761.3489192918,3799.8557519371,3848.0000373407,3896.0474675181,4044.6145764818,4162.7960704068,4168.4345307225,4279.516088533,4451.2333740981,4541.1612278946,4686.744411897,4836.4689411965,5110.449316967,5237.6863253963,5451.7684061341,5676.3901124165,5975.2247265527,6205.4941009564,5951.5451039713,6427.438798723,6679.2060034845,6655.4976332181,7107.5567096392,6912.7949042557,7228.2766165824,7181.3896979495
Least developed countries: UN classification,LDC,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,442.829059764,445.1431912544,438.1174856424,461.0612868988,447.3884265977,449.9765495114,449.9776245926,445.4383216992,431.9494886533,446.7974784172,470.9123870335,484.0359582166,485.8371882988,494.6682480925,495.6708499735,506.714259085,512.1551682448,515.9823319971,521.0931882471,541.2579657914,554.5214693172,584.379538206,600.9296727733,610.2616494381,616.9206094513,619.0165571559,644.5849611085,647.8531892384,653.8463896114,658.6312705795,669.535842243
Low income,LIC,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,394.8085605761,392.2434565679,400.1514170546,404.7918554742,408.4094345229,415.5501702752,388.8667007782,382.8214505824,372.8536577189,381.4456959148,400.3382665979,399.5148464325,395.5644014747,405.2352283587,401.0771837345,411.383773346,415.7715509619,407.1503544889,405.8959376049,418.3689855197,422.7514730352,455.5119525413,462.5449477027,472.3893497052,482.0795987466,478.9536319051,494.0528790791,490.6952932514,500.6981688889,504.0774903674,499.8037803263
Liechtenstein,LIE,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,746.9613060832,793.2957826429,809.6788561703,846.5961862406,838.3336761678,909.9467987212,936.9269686723,853.6864215939,845.15246304,810.2777189715,856.8220600968,887.8887555697,889.1040851812,924.4372302313,937.6976198153,997.3990008463,935.7750838266,954.6606374295,915.6793911217,979.5319255234,999.0638763598,952.0082011315,960.2741581175,961.1065868736,948.8083019361,967.3091561627,1011.0102902858,1025.503552179,1094.731926056,1123.4803157892,1196.5053052146,1248.0743224662,1295.7183971988,1338.4398695994,1401.8305881089,1472.1230662168,1415.5227787515
Lower middle income,LMC,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,807.3381868992,840.2368687364,841.1478539043,870.8561140576,867.2993038226,852.9195149255,855.3614504461,837.6280959344,897.9570952349,914.3444952391,925.2068867105,917.6798366308,966.9491788245,971.5247241305,992.9139028686,991.6049437119,1053.3220979244,1041.3476247619,1069.8779789541,1084.6715322312,1070.4205634158,1105.4586907304,1115.525619431,1172.7908323462,1191.8414686485,1230.5714409068,1277.3485955578,1323.1282275807,1354.6820683826,1377.3339648512,1430.2594671927,1478.0502249119,1511.3382079115,1568.1355703166,1587.1290220588,1612.7292619168,1658.472218339
Low & middle income,LMY,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,786.6072644601,812.0131603474,826.0225575344,840.2686316433,861.4112719474,859.4970413777,858.2517386713,861.7588331984,890.4549612663,896.7827430326,919.7067803684,921.4542864824,1009.4679057999,1005.8920120183,1016.9293505246,1031.8690962821,1076.4332350131,1079.4141551011,1100.2319057523,1124.7393994878,1133.967209587,1163.7035622424,1186.4265910153,1226.6024509075,1263.4858448703,1310.4363485311,1360.0225057758,1395.8326600061,1435.2274614354,1457.1537294008,1515.8763682046,1574.2663525974,1608.8504122305,1674.7843289278,1701.1850475839,1725.5752559817,1764.4146400404
Lesotho,LSO,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,541.1671708261,552.1842345163,463.828622575,465.3146126609,448.1207625461,478.9703317783,547.336354121,457.1519135771,463.1472825753,448.2829248764,447.0876705795,321.9202911629,393.7168567301,395.1318909546,391.0122670467,376.3659679239,364.1634963075,354.2691501386,406.6807723035,435.815285231,411.8661781219,461.1707354531,323.8146515326,333.9552152263,329.0640618151,332.694401972,297.5581214078,295.6454008397,352.1083254525,368.9471669653,347.6449834779,362.9724603333,347.9186771127,419.7673057565,396.5498081076,364.9380975909,
Late-demographic dividend,LTE,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,561.491425918,582.645234161,614.555164885,635.9619828957,680.2816315494,676.3661868287,675.3614587459,693.9682504348,701.2084451009,714.956297264,751.7140825183,759.1764916807,883.9306656535,894.1302258582,906.2472919344,932.9242951505,976.6313608847,998.1401955328,1008.8179248612,1044.4179676469,1071.4319987167,1118.0825446736,1151.2016415564,1191.5137418062,1251.510979383,1289.8413329366,1353.6329185815,1391.1866369248,1461.1721951136,1499.9162585756,1548.1626210264,1639.7676321892,1682.0407805076,1773.192828315,1844.7092064735,1918.872644986,1958.4196503746
Lithuania,LTU,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,4265.6227180662,5021.4497858812,5657.5813195095,5504.0987697352,4816.4156991931,5466.2503139786,5397.7206932083,6042.6916478451,6627.3048445587,6742.5838406031,7205.8844342024,6762.6726605456,8018.6232131812,8575.3525340077,9093.7086070584,8810.959688411,9800.6610731186,11449.0111888923,11561.9284026326,12414.4258007522,13228.7565116748,13274.8267274368
Luxembourg,LUX,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,80871.0128305342,66527.8270752233,91048.2214586417,49301.7003847225,71909.6258532842,55033.8094314674,51468.0173203646,53969.4136434435,39154.8431504045,46497.8938107948,43851.2522723447,36475.5324753664,46067.4558625064,34517.1501793589,37206.1733004097,46533.2117962954,72114.9116440064
Latvia,LVA,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,4122.7033424989,3990.9548570982,4503.9377956593,4441.7114133187,4403.6450958813,5299.7546964024,5857.9803094929,6290.2724520201,6286.8968943765,6588.8421436224,7310.5081764142,7009.2124685505,7776.8757222041,7389.3489170241,8474.6235601832,8284.4039002554,8288.3675648683,9148.6704059183,9741.8790555302,10028.4262564822,10403.7249428637,10776.3417628797
"Macao SAR, China",MAC,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,1447.285880319,1044.3411501544,1444.6224080879,1245.0586838202,1362.8313288188,1540.5338858148,2058.4034561562,1566.2230291442,2082.0433570666,2208.4811203674,2058.7755429905,2493.5718697052,1631.4037452582,1521.7972943345,2419.4740624911,1419.6158219617,2445.930091884,1871.1177136841,2353.5350731424,1992.9123950004,1792.0772340728,2259.660276135,2389.3719410933,2794.4724728947,2885.334259706,2612.9792826212,3171.3545323631,2606.4579043531,3126.975097129,3920.3323007538,4009.8147162214,4330.1228524076,4041.0864519653,4823.8164634537,4778.1297612275,5475.8631299462,5017.6289947572
Monaco,MCO,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,1352.3955918602,1258.3606948852,1498.0634934969,1498.5528598468,1540.4797679044,1693.5230595239,1959.2431683475,2231.1760587515,2155.6758056572,2823.8111253435,3026.0271413686,3054.6378834333,2183.8728924105,3260.1950100825,3103.565962498,3499.5654564123,3873.8347144182,3249.0986599757,5012.41467824,5703.7611150739,5159.6876743648,6383.3592490827
Madagascar,MDG,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,385.803854619,360.2173840148,366.5926508073,368.0869346841,371.5650719933,367.3956760418,370.5583107382,370.9017185017,369.9477305441,379.7183843833,377.8015704337,369.992021268,366.635772572,368.7854227832,357.5935465026,354.8499185209,354.1567496273,351.2806538318,349.4092994183,351.7755288775,346.5232838692,351.0817843683,337.2136185872,332.8575457165,323.6886515301,315.9686477588,314.5815664361,317.4246645698,315.9995828609,331.7391772207,310.0330387217,302.2169558481,297.1316093642,270.5410547762,271.1866182903,260.9277410616,257.7539466303
Maldives,MDV,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,3283.9051113584,3359.0048124497,3406.795531326,3611.6128979388,3720.848826799,3550.167687955,4063.3132169835,4394.026410256,4514.6712870952,4607.0184724314,4667.3158146519,4872.7090445854,4291.531752229,4145.7849014944,4043.7365780185,4008.2479619565,4234.6778783726,4232.892243331,4661.3831785622,4669.8359587716,4878.0669481612,4970.6000207741
Middle East & North Africa,MEA,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,2195.5042050094,2124.6630588319,2237.156741294,2221.7059296058,2386.7925748654,2610.1577425041,2753.4643981535,2787.6221894102,2915.5920688352,3092.0840002946,3126.376842843,3304.4551616249,3374.6420427951,3337.3911174586,3511.520854987,3465.3366028094,3782.3971057252,3653.5097078589,3932.2482895185,3824.4248936492,3803.3962982038,4038.2506478114,4229.7770670364,4308.4021952431,4414.24538201,4608.371049164,4829.1027168241,4723.3612483778,4403.6338138626,4770.5437055511,4972.8540626261,5193.4440825388,5296.6509871725,5635.0390398779,5792.2746413349,5938.4890668554,
Mexico,MEX,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,2950.5287681693,3106.0722489617,3026.2108943212,3070.3753255258,3135.0274925861,3232.1397197433,3121.4927748003,3141.31542292,3001.5454184423,2966.7277653375,3108.6104618568,3142.8852983284,3073.2683622738,3052.3397204505,3173.2409679779,3169.4535950188,3314.1914959618,3270.3484109416,3324.7627547586,3479.8820920223,3565.3079372101,3698.6471256948,3707.3682916113,3863.3592057467,3985.8526028299,3832.9857123274,4006.6864266607,4279.4891517877,4385.029792949,4326.1522957989,4412.8927340116,4365.7079176886,4750.7303135473,4858.2247624045,5128.4547174726,5277.6494564842,5573.0421989437
Marshall Islands,MHL,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,2570.9590921796,2813.9170713988,2827.4537019276,3205.0607944799,4093.75,4332.7665393321,4789.193222861,4822.264693712,4770.3016499597,4760.6539345826,
Middle income,MIC,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,803.6636398289,829.5796954335,846.9274177998,862.777452164,889.2276271428,885.7930460949,886.1941111094,890.1363939869,920.2719230893,926.9391304859,956.8965294622,958.703622949,1054.8083648029,1063.9340687861,1078.0150748654,1094.7296318957,1142.9751644976,1147.5783378878,1172.1959732887,1199.4733847757,1211.1574324831,1244.4069948835,1274.2115086348,1321.9184228699,1365.5389163586,1418.9643459078,1478.8656082026,1519.9316757959,1566.0553229706,1592.5419995537,1661.1527499711,1731.8851915985,1773.1103810407,1853.5308120582,1886.5630491622,1920.0051049779,1967.1499364643
"Macedonia, FYR",MKD,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,5311.6061084376,4572.4821604938,5228.6379178482,5534.9203770704,5673.5723197213,6130.460172682,6656.8241547686,7016.4174168471,7418.8449266198,6777.1877197636,7240.7781999202,8465.5119945006,9764.4363964995,10090.2537362649,10277.3426990169,11030.3712369517,14173.1016975899,15266.3316542094,14001.2335308822,14947.9934920287,13150.3795023104,14946.8050606536,16239.1588542806,17557.6512362012,19126.8956159089
Mali,MLI,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,736.618729721,752.335652498,654.6476578465,605.6261539841,550.4096070032,701.9074577491,686.8726349388,697.7190662178,853.9995866889,845.6088415531,781.777732913,895.4207489124,772.5986692212,826.6834596457,899.5201732551,852.5611029811,855.2501954011,840.4233016523,913.8551649558,963.7597580407,840.4921413465,916.5121856231,859.9246057604,958.9416188007,911.6439330766,955.6119589425,970.0609161282,976.9240773134,1063.4070922002,1071.9169152763,1156.3740770623,1114.2088193619,1176.6973176294,1123.7831431927,1192.9905086912,1244.8181013905,1241.1299880128
Malta,MLT,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63642.3841059603,,,,,,
Myanmar,MMR,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,534.2742882861,573.0921350178,601.7260402166,666.5842250926,734.3008055619,816.3794655906,856.3319823015,918.8758736575,967.4163138233,1014.6966416382,971.7539636416,956.3244108659,963.3681457056,989.3949812539,1007.9834639702,1034.1949643992,1071.2817959288
Middle East & North Africa (excluding high income),MNA,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,2140.6142701179,2061.5247445521,2174.9293449594,2147.5910907143,2284.2484577902,2476.8538445826,2581.2057091283,2556.3148232336,2639.8945322585,2785.0573885683,2813.0415093821,2980.5707139362,3022.9254077818,2967.0419923656,3163.6864923549,3108.7850672798,3436.5714393324,3284.6893623923,3565.0637311492,3445.7986362977,3399.463471773,3500.4167115472,3695.3565736837,3784.5939524114,3884.4524316169,4086.4650762423,4322.118025058,4205.7599592491,3880.1818525693,4252.3379598158,4418.9413995001,4620.0577847528,4705.9639156814,5020.5219901219,5151.9490318984,,
Montenegro,MNE,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,6836.8353412166,6306.8269815417,7356.8685300939,7857.1688356654,8148.9896417049,9287.5568582892,8548.390598993,10286.3906488721,10792.7151289626,11856.668315526,12656.203541856
