Country Name,Country Code,Series Name,Series Code,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013
Mongolia,MNG,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,1780.28298,1990.215543,2007.531136,1938.602883,2083.653116,2169.242333,1874.344783,1910.431287,2065.898471,2426.029556,2186.391841,2130.839085,2113.150283,2143.585118,2166.277036,2230.213864,2338.753419,2469.656515,2561.618591,2161.401478,1762.359266,1575.347846,1664.944523,1943.520086,2191.113176,2354.87364,2719.010155,2858.821403,2989.504841,2504.657753,2514.440062,3085.103645,3549.714858
Montenegro,MNE,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4617.851008,4820.61201,5480.474052,5957.988065,6059.658161,6903.226363,6082.718227,7636.38159
Morocco,MAR,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,1498.580716,1054.451491,1411.493743,1259.221997,1301.187612,1535.988353,2091.066818,1590.233565,2081.830419,2171.3844,2060.535401,2494.653392,1564.82935,1485.682272,2386.307984,1330.351645,2350.557677,1714.871667,2175.833258,1842.439111,1662.346639,2096.783239,2231.539635,2639.894844,2733.283596,2446.119614,3014.996933,2465.563709,2903.345734,3808.693015,3779.662683,4021.174431,3736.614694,NA
Mozambique,MOZ,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,120.3363437,116.5724461,113.8966542,148.3148045,158.2716012,166.403167,166.715659,155.9747444,121.0711952,142.3054317,134.6772787,149.7494925,158.3860236,168.260668,177.0236727,183.3938065,158.2089308,170.0694479,184.9546756,190.8805061,195.9453248,204.5917348,221.2167632,234.7612816,251.2087346,260.9923191,272.8119452,287.8501601,301.1385718,303.5716084
Myanmar,MMR,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Namibia,NAM,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,1639.68433,1642.543645,1699.979639,1662.676266,1588.563272,1715.924918,1625.930754,1709.768875,1677.84299,1606.801637,1845.072354,2056.481655,1940.027978,2084.523781,2317.979691,2283.461452,2436.107345,2270.994441,2409.31758,2473.695947,2651.298257,2466.501387,2686.738383,2807.038805,2824.758963,2955.487077,2910.528115,2586.163504,2117.489796,2315.800223,2362.538874,2414.581977,2740.217548,2265.026048
Nepal,NPL,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,210.0875705,227.0710241,232.8314017,225.8147918,242.9602819,243.5035028,245.154578,238.6259854,249.1801011,259.3096825,268.8184712,269.2640033,259.9237269,251.9715566,264.2354935,256.4146602,260.4649486,263.6422505,258.7921852,258.099225,262.9965555,266.1762491,264.8439045,263.887713,266.5104622,265.654144,260.3771229,256.167217,262.8903542,262.8799046,260.5007828,264.6828598,269.467953,265.3063964
Netherlands,NLD,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,17052.66994,18466.40464,19311.11162,18746.50827,21133.15477,22222.34304,24703.49786,22625.54771,24322.63983,25890.71401,28110.4437,29185.43511,31042.57599,32568.18959,33859.47141,34755.60259,34404.50966,37445.24764,35677.23225,38281.40518,39841.45235,38738.77081,38791.24688,41455.79705,45033.60427,45924.5763,46288.21146,49136.49264,51316.7486,55079.30809,56286.66466,58495.04413,60397.86216,62991.91815
New Caledonia,NCL,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZL,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,17615.05335,17336.36188,17553.97279,15932.66266,16127.61055,18548.16509,17789.0801,19680.13746,19466.45112,18603.51842,21839.35261,22005.93734,19372.42913,22551.68063,22232.43386,23551.03007,25344.06963,25589.02767,24751.79772,25937.27191,26877.38765,26087.51981,25649.22884,28521.82457,27184.73314,28294.12837,28174.98677,24218.68551,26652.28337,26208.51495,24446.67937,27334.74252,26591.42301,27240.2076
Nicaragua,NIC,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1623.622102,1773.636499,1925.971448,1911.132962,1906.050421,2021.716726,2265.62114,2350.530542,2362.86183,2434.263788,2600.683825,2750.220799,2856.628796,3030.272669,3197.531645,3198.055783,3552.226403,3748.678302,3832.050388,NA
Niger,NER,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.1222544,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,709.4675797,725.8177122,720.262444,685.4051956,809.9423162,893.3839138,861.4061674,949.3856288,1000.164097,1044.183624,1083.803432,1107.839761,1125.128734,1155.186504,1199.908661,1252.617899,1309.671651,1366.936372,1443.060181,1489.023775,1550.299117,2410.843962,2584.401394,2752.578289,2952.536308,3177.047417,3409.688531,3626.303459,3840.440178,4063.062762,4178.129543,4452.435321,4575.373038
Northern Mariana Islands,MNP,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norway,NOR,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,15636.69289,16958.64921,17086.65042,16441.74248,18512.09173,16991.06995,15906.98785,16871.52584,17476.65244,18883.9305,20504.57422,23633.00568,23098.78983,27601.4871,28836.42818,31552.55117,31456.02828,31312.19458,32367.22733,33167.46852,33140.72036,33153.09042,36820.96199,37669.09869,42795.04396,43645.41203,45212.91588,48420.06,51596.90236,51939.80943,57288.2492,61245.58986,65248.69319,65908.33649
Oman,OMN,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pakistan,PAK,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,652.7941505,629.3571329,649.175141,682.927162,641.8080027,717.5094486,761.5030506,773.6322806,782.9133693,833.6362279,857.0740889,863.7199589,935.810881,882.1656845,908.5799897,984.5451296,1061.968624,1022.942066,1044.931774,1033.999765,1063.710591,1022.463574,1002.618412,1010.817461,1002.796127,1023.007708,1042.531987,1063.942923,1056.886104,1068.870273,1048.385605,1047.50931,1063.46567,1080.284215
Palau,PLW,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4203.13065,3911.30895,3938.27725,3960.47795,4096.43115,5114.4905,5356.50695,5075.6557,4833.50345,4103.90325,3870.0379,3870.38195,3873.40365,3857.1521
Panama,PAN,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,2269.890536,2463.056415,2406.980065,2493.410297,2446.933766,2539.26477,2472.2514,2520.043032,2278.731611,2336.959927,2344.124053,2369.368466,2434.526925,2387.971731,2442.553809,2511.509567,2540.116707,2624.643776,2798.393864,2837.485971,3121.631639,3323.557416,3447.273728,3767.055017,3788.642143,3916.731518,4114.13873,4170.206271,4293.909727,3908.256503,3584.141395,3659.873164,3862.243969,4048.162348
Papua New Guinea,PNG,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraguay,PRY,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1644.233782,1671.307949,1714.337059,1683.863028,1836.284809,1784.923915,1882.05823,1874.623624,1852.162145,1694.291873,1862.88076,1903.632792,2023.616887,2069.534394,2035.047702,2079.096165,2341.511812,2521.726348,2059.777602,2728.387043,2796.741758,2215.875698,3087.21877
Peru,PER,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,1024.833859,1105.351253,1107.056205,995.6976548,1143.109189,1100.652371,1097.139871,1129.946389,1186.164219,1124.240904,1012.988076,1009.744876,921.2242755,980.3480093,1094.640133,1154.900471,1185.200469,1222.277731,1197.692809,1308.022845,1374.640153,1352.312329,1413.119054,1405.33052,1429.874125,1469.220194,1580.207148,1620.357182,1728.810679,1732.074367,1754.256821,1884.929652,1905.856182,1948.980046
Philippines,PHL,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,885.9323258,900.496465,891.0553191,843.9087848,822.2259901,794.0079873,795.475199,796.7177637,813.0486319,834.529508,825.8647666,823.7385827,810.615293,820.5003226,830.1662124,813.810874,833.6284601,849.5787,778.376038,848.0160325,881.8757157,885.7531521,907.561014,939.8752649,976.6366633,1010.849697,1046.526219,1073.401006,1102.13253,1088.712394,1081.428803,1103.848967,1128.998107,NA
Poland,POL,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2222.179785,2414.069101,2123.956389,2425.908267,2533.910692,2602.958209,2759.894508,2843.804946,2755.909277,2995.497885,3129.814655,3290.785876,3586.953698,3604.781539,3627.353626,3591.387002,3627.792875,4069.379832,4110.755584,NA,NA,NA
Portugal,PRT,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6878.607725,7316.791251,6723.501114,6619.397044,7132.637523,6927.352636,6797.918542,7151.20792,7165.882888,7831.166681,7558.870819,7950.445431,7826.60568,8330.963979,8273.609678,8696.288482,8872.114305,8893.997225,9313.069489
Puerto Rico,PRI,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,9839.007581,9779.736459,10194.63438,10145.42813,9179.196876,9360.365214,10103.98438,11672.92604,11714.34613,12802.56406,12737.24484,13536.04427,13584.94299,13893.69169,13031.18125,12063.95457,14908.24893,18511.81563,18289.37723,15203.04483,24538.24781,16917.674,14106.52894,17411.48713,22537.84714,22695.45455,23928.60194,26885.38453,37802.95343,38932.22141,58499.40291,59147.55377,64933.50957,64704.24886
Qatar,QAT,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romania,ROM,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,1879.040842,1935.312147,2084.231942,2128.230024,2475.3506,2546.069652,2509.155592,2483.058143,2721.659911,2634.811829,3825.334887,3477.252007,3088.808643,3577.13274,3747.595366,3989.966492,4155.452081,4288.291843,4104.080955,4453.999006,3839.198395,5211.951883,5563.492643,6259.423906,8000.307938,7093.889173,7570.158569,7059.870936,9006.442738,9253.118364,9288.806986,11126.34116,9117.231436,NA
Russian Federation,RUS,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3651.29364,3617.697521,3289.094993,3130.060671,3071.94898,3235.744507,2701.066068,3252.48113,3724.977161,4228.66606,4446.315661,4467.65696,4628.716682,4726.738863,4996.950024,5084.829678,5517.618958,5725.129836,5151.294964,6031.339052,5968.588051,6323.615464
Rwanda,RWA,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,247.6535643,237.5814921,252.7310315,257.2275366,227.7345281,225.8296003,223.7386899,210.0233866,213.9717932,201.1722874,197.4110665,217.3261591,245.2545515,220.7656634,160.0462631,210.3691969,241.4022907,230.6026934,229.6885026,227.3014038,227.6035503,235.9793728,267.0016903,253.3299526,253.1997374,263.003182,262.9787876,262.8166729,271.235465,283.6529148,289.3949862,293.1599105,292.6941036,293.3058017
Samoa,WSM,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2459.45981,2548.457215,2871.380518,3090.964468,2889.170549,2691.21357,2726.125201,2727.66015,2768.172158,2765.280302,2718.907531,2582.029352,2871.591437,2750.255261,2937.40448,2975.225722,2654.125833,2584.979623,2582.792396,2460.854471,2371.700101
San Marino,SMR,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sao Tome and Principe,STP,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,725.0752468,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,2709.573697,2754.303623,2806.278256,2927.702449,3427.795871,4016.70422,4701.341064,5607.099518,6534.788089,7418.831606,8297.641842,8791.872375,9597.262809,10225.96392,10341.95568,10850.65529,11339.1295,12294.25927,13060.7321,13887.04639,14933.35617,15226.00159,15469.04249,15716.34138,16407.99307,16953.70916,17633.79506,18559.17531,19607.23406,20729.94877,21440.57767,22929.11744,24308.96319,NA
Senegal,SEN,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,419.9683558,474.5079511,504.4039639,372.7200422,406.1622984,467.2863458,478.6300162,493.6408997,407.0623307,452.4829491,399.7796408,413.5706503,379.1813088,398.594478,388.15573,414.0633534,389.543599,377.0098408,371.2281398,412.0630622,411.8756695,406.9799963,308.6225249,354.3127198,353.3645162,382.2807814,341.3746712,312.5203317,363.3177096,399.3812558,410.7899118,341.4619222,363.4676593,374.9729925
Serbia,SRB,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3405.121862,3273.689978,3711.839089,3903.956974,NA,NA,NA,NA
Seychelles,SYC,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,1333.254513,1696.86938,1321.891548,1435.521194,1183.318229,1181.683812,1261.770266,1202.931238,1099.897563,1085.776196,1228.558904,1133.028462,967.0722289,894.6549637,962.5461498,892.3047552,932.6298288,973.9098961,973.3863886,1091.064444,1101.13038,1046.49414,1066.10715,945.4823114,957.7533319,1031.472404,976.2690535,951.5055733,995.6992079,831.4902432,779.8158482,807.1784853,776.7374621,NA
Sierra Leone,SLE,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,443.6698576,454.1586004,463.4826622,467.9344913,545.9357274,504.7346711,495.5199509,513.0390351,503.4566644,492.3914926,732.9643475,763.5511019,526.7095964,517.4319834,552.5964384,502.9717833,478.7394419,625.5086714,672.7591963,706.0929276,747.9961342,454.5787598,579.3541066,610.4851736,641.2719852,665.4714308,689.4227011,767.9205148,807.2002125,829.3980935,847.5599462,875.497897,NA,NA
Singapore,SGP,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,13724.4469,14121.6402,15143.65933,17158.04109,18952.04769,19880.05639,18930.51617,19063.15036,17992.69866,22056.89349,23622.95303,25996.30118,24537.32509,22764.85001,23343.61739,28094.33291,28983.58486,28546.49492,34766.23457,34545.17759,32877.20217,28757.50386,23833.96197,21844.44912,32766.67368,35087.772,35660.51055,35630.36641,33550.42117,34846.61893,35690.65468,37047.14071,37499.30272,36625.12284
Sint Maarten (Dutch part),SXM,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovak Republic,SVK,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5025.211428,5676.071427,5572.501269,5427.903453,6341.204172,6368.940439,5911.292024,6128.039399,7048.843179,8632.524732,9250.653484,9219.494915,9163.864687,10113.63233,12548.8285,14474.05678,14789.93559,12734.78343,NA,NA,NA
Slovenia,SVN,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19400.16333,21770.11109,22692.38404,25204.76933,29252.50512,34497.36261,36749.16395,39574.37771,44324.38041,49216.70535,60180.77651,55074.40375,65753.39757,70796.23268,73763.60492,92149.59231,97276.19398,100140.902,112484.0659,NA,NA,NA
Solomon Islands,SLB,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,852.8614108,900.381548,975.5367513,890.3294414,1011.767759,1112.275852,1026.970279,1028.330505,991.2794058,967.6526179,810.7751105,782.4781705,822.4062584,1068.708811,1052.904504,1051.54718,1084.225195,NA,NA,NA,NA,NA,NA,NA
Somalia,SOM,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,ZAF,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,2644.549593,2780.082191,2526.517342,1938.577179,2149.105726,2575.278145,2753.292485,2838.824402,2939.953973,3390.955208,3160.672183,3320.360845,2418.284479,3002.568047,3250.969302,2621.0204,3282.880231,3353.432985,3219.131282,3465.854174,3688.355807,3627.088021,3931.342514,4028.396772,4211.994277,4385.860356,4257.410715,4438.808122,5284.65528,5338.749341,5508.226293,5666.834579,5952.328297,6268.890354
South Sudan,SSD,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,ESP,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15943.23069,19850.27036,22021.62553,23521.01154,24053.61679,26465.24027,27212.43401,27719.56181,27822.09876,27508.22858,25623.2271,27636.50997,30877.6289,31019.00534,31090.33875,32928.52291,36197.73038,33680.73011,35620.11579
Sri Lanka,LKA,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,570.4736785,606.5814767,620.7427086,650.1169384,644.9953887,690.5054641,710.9768753,648.6589086,641.8712297,615.9722342,650.0194666,675.3982056,680.101562,708.2612726,719.7526604,770.3886494,724.0788315,740.4874977,711.3693561,760.8523146,778.309836,742.6936528,750.041271,750.6917721,741.0856355,755.5360964,789.6697383,800.9899894,855.0621907,877.5166934,934.5543169,945.4277243,993.4044726,1040.590244
St. Kitts and Nevis,KNA,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,1564.991021,1643.707954,1655.023513,1364.262843,1433.63214,1374.59444,1371.150574,1399.193482,1478.402395,1718.24305,1430.434264,1631.531429,1633.376357,1724.39281,1665.355111,1573.108705,1730.542571,2088.458625,1844.928114,1678.884584,1295.819826,1495.661678,1846.393819,1880.158433,2148.468982,1818.260264,1181.737955,1219.776698,1288.978856,1152.26387,1130.869624,1206.735272,1216.624446,NA
St. Lucia,LCA,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,3611.571131,3247.488823,3611.571131,3906.180057,4043.82093,4305.745279,5469.853499,4272.762213,5663.386491,5256.854032,5912.376305,5003.789839,6065.844572,5603.628936,5006.9588,5474.606941,5446.08629,4453.748705,4400.329072,3509.483131,2880.059831,2183.239177,2483.835564,2184.774744,2286.311889,1666.635788,1818.291389,1783.821892,2304.581213,2175.513816,1779.728635,1664.249797,1981.356853,NA
St. Martin (French part),MAF,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,VCT,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,1653.958158,2251.142368,2071.583602,2109.512869,2278.44606,2438.972942,2461.535476,2249.225729,3249.004901,3075.902181,3550.085274,2951.993183,3903.890018,3154.988739,2023.970266,3304.688294,3174.356875,2681.132753,2909.255507,2796.27471,2822.945256,2630.463846,2932.930146,2784.84463,2680.943537,2740.796989,2837.028498,3148.359754,3019.783723,3477.920946,2831.787699,2424.824581,2851.054166,NA
Sudan,SDN,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,724.5811322,830.0033262,946.5948988,837.8447453,793.2825724,693.1150884,805.6189032,882.4401657,773.0913086,1027.754018,819.7994889,792.1812325,967.8993596,969.5467693,904.9935466,934.3103156,1085.540747,1266.013331,1289.861588,1277.10237,1217.364608,1260.161875,1284.34705,1267.889284,1223.41217,1236.115448,1258.948351,1216.736365,1237.0658,1207.978265,1175.411749,1147.934571,1682.518198,NA
Suriname,SUR,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,3212.744563,3636.92112,3391.297531,3094.212891,3212.543303,3137.199641,3057.193717,3109.318846,2986.300571,2914.06941,2938.898835,3303.921302,3378.797706,3135.449394,3102.022429,2898.452207,2841.559511,2757.323557,2583.235919,2686.190974,2768.555017,3067.124676,2958.553891,2985.696587,2994.452296,2756.680088,2904.349764,3062.035421,2790.669407,3531.091908,3630.659454,3787.122741,4132.053169,NA
Swaziland,SWZ,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,1195.994936,1191.625271,1039.383397,952.6648528,1135.518149,1105.964925,1275.404749,1132.90637,1039.101033,1210.238419,1173.411878,1242.261423,1007.556661,929.7872098,972.4495109,946.7789351,1069.8459,1082.070311,1073.044793,1159.368381,1168.406142,1077.594414,1142.737753,1215.134917,1197.098161,1270.373691,1257.319218,1290.412743,1289.473919,1286.524789,1329.07798,1373.189383,NA,NA
Sweden,SWE,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,11088.24959,11514.57414,12733.10816,13693.40163,14511.87981,15059.38099,15341.83151,14872.32818,15044.89351,17032.72213,18553.97611,17913.78359,18391.68791,19703.66817,19727.93106,20341.22413,20756.49913,22087.69437,21706.83632,22785.36255,23703.31761,25362.36731,26849.6271,27743.33033,31150.53473,30065.50445,34359.26752,36931.43418,37967.64129,37353.24077,35827.10634,36636.22081,38065.63996,39998.87075
Switzerland,CHE,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20445.10449,18832.90307,19841.37516,19327.30222,18978.46364,20007.37605,20373.30906,20394.32221,21653.64375,21637.85809,24024.78346,22233.165,22781.53416,20776.09294,24126.57203,23728.81616,23722.68669,24911.95683,25839.4729,26739.76012,26438.92485,28400.72294,28132.35194,28451.31428
Syrian Arab Republic,SYR,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4735.896106,NA,NA,NA,NA,NA,NA,NA,NA
Tajikistan,TJK,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541.0783449,538.6396385,527.1880122,478.3890683,419.3177814,438.1388924,458.6611109,467.3534663,517.9750904,531.328964,590.4262966,636.0046981,722.3520803,721.6776014,749.6083052,747.3523508,788.5044334,857.6120995,905.2655987,969.2582312,1064.594619,1166.584409
Tanzania,TZA,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224.5972432,225.4588434,221.1784604,221.0830335,219.2320189,225.9843132,229.2652706,229.9316495,229.7798451,234.7034743,240.7759239,248.2268828,255.6119216,258.6025183,268.3289163,274.3252258,278.7599442,283.1770002,289.1759447,291.1771052,295.3399559,297.5236418,301.7904479,305.8718663
Thailand,THA,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,559.6391782,578.9032637,574.4238119,587.6081253,599.7904556,611.3445385,599.3649889,586.5669033,634.1303249,679.0313628,644.8339138,699.0640252,744.2027664,653.46827,695.8988321,718.008664,743.6135612,735.6077765,729.5495029,755.1314989,802.8414511,824.5283603,829.9780895,935.9187215,912.882967,896.573464,951.3788144,970.2123,1018.927162,1041.995493,1028.202804,1081.667453,1136.182088,1166.009791
Timor-Leste,TMP,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508.2832663,491.2696005,491.2795247,448.6769891,439.481976,435.2750809,443.4344609,412.179917,405.9815201,431.2080866,409.1651656,319.960621,NA,NA
Togo,TGO,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,487.3402139,476.7265668,422.7961114,414.6891303,522.847934,545.9412857,539.1924458,526.2313437,559.7627471,576.6490423,582.1405864,567.3966384,567.5670171,596.4746467,585.5227684,606.5919846,689.6198834,700.076286,663.3249371,682.246777,635.83623,658.8733656,649.4471447,628.9898974,640.8201072,695.2057795,648.9345058,654.0855577,749.4070726,543.7268201,543.7817922,562.6448798,NA,NA
Tonga,TON,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,3024.996907,2912.057847,3298.85254,2962.546317,3242.27172,3483.85275,3509.282332,3275.118263,2960.427185,3093.529856,2937.699496,3226.515975,3196.400666,3281.609327,3273.325152,3274.621048,3160.425123,3409.662984,3316.067987,3121.529075,3620.252014,3703.084621,3701.849227,3747.559299,3856.456701,3891.564789,3572.685212,3594.929774,3646.386169,3596.961401,3614.863768,3686.855962,3704.951086,NA
Trinidad and Tobago,TTO,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,1369.90159,1526.249109,1537.416773,1605.353426,1715.479109,1854.151052,2060.436275,2128.062815,2014.141928,2138.14471,2255.56683,2182.163956,2346.701149,2419.291019,2194.076146,2559.631282,2499.054768,2771.338587,3012.738143,2552.98194,1679.862116,1589.149562,1428.645456,1776.342044,1911.34404,1318.988788,2332.158263,2380.130082,1967.844331,NA
